Vuln ID,Severity,Group Title,Rule ID,STIG ID,Rule Title,Discussion,IA Controls,Check Content,Fix Text,False Positives,False Negatives,Documentable,Mitigations,Potential Impact,Third Party Tools,Mitigation Control,Responsibility,Severity Override Guidance,Check Content Reference,Classification,STIG,VMS Asset Posture, CCI
V-1090,low,Caching of logon credentials,SV-32282r3_rule,3.013,Caching of logon credentials must be limited.,"The default Windows configuration caches the last logon credentials for users who log on interactively to a system.  This feature is provided for system availability reasons, such as the user's machine being disconnected from the network or domain controllers being unavailable.  Even though the credential cache is well-protected, if a system is attacked, an unauthorized individual may isolate the password to a domain user account using a password-cracking program and gain access to the domain.",,"If the system is not a member of a domain, this is NA.
Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies -> Security Options.

If the value for ""Interactive Logon: Number of previous logons to cache (in case Domain Controller is unavailable)"" is not set to ""2"" logons or less, this is a finding.

The policy referenced configures the following registry value:

Registry Hive:  HKEY_LOCAL_MACHINE 
Registry Path:  \SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name:  CachedLogonsCount

Value Type:  REG_SZ
Value:  2 (or less)","If the system is not a member of a domain, this is NA.
Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Interactive Logon: Number of previous logons to cache (in case Domain Controller is not available)"" to ""2"" logons or less.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1093,high,Anonymous shares are not restricted,SV-32283r1_rule,3.018,Anonymous enumeration of shares will be restricted.,"This is a Category 1 finding because it allows anonymous logon users (null session connections) to list all account names and enumerate all shared resources, thus providing a map of potential points to attack the system.

By default, Windows allows anonymous users to list account names and enumerate share names.",,"Analyze the system using the Security Configuration and Analysis snap-in. 
Expand the Security Configuration and Analysis tree view. 
Navigate to Local Policies -> Security Options. 

If the value for “Network access: Do not allow anonymous enumeration of SAM accounts and shares” is not set to “Enabled”, then this is a finding. 

The policy referenced configures the following registry value:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Lsa\

Value Name:  RestrictAnonymous

Value Type:  REG_DWORD
Value:  1

Documentable Explanation: If the required settings cannot be used to allow for proper operation in a mixed Windows environment, then this should be documented with the IAO.

","Configure the policy values for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> “Network access: Do not allow anonymous enumeration of SAM accounts and shares” to “Enabled"".",,,TRUE,,"In a mixed Windows environment, this setting may cause systems with down-level operating systems to fail to authenticate, may prevent their users from changing their passwords, and may cause problems with managing printers and spools.

In domains supporting Exchange 2003 servers and versions of Outlook earlier than Outlook 2003, the setting “Network access: Do not allow anonymous enumeration of SAM accounts and shares” should be set to “Disabled” on the Domain Controller Group Policy to allow Outlook to anonymously query the global catalog service.",,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-001090
The information system prevents unauthorized and unintended information transfer via shared system resources.
NIST SP 800-53 :: SC-4
NIST SP 800-53A :: SC-4.1
NIST SP 800-53 Revision 4 :: SC-4

"
V-1097,medium,Bad Logon Attempts,SV-32284r2_rule,4.002,The system must lockout accounts after 3 invalid logon attempts within a specified time period.,"The account lockout feature, when enabled, prevents brute-force password attacks on the system.  The higher this value is, the less effective the account lockout feature will be in protecting the local system.  The number of bad logon attempts should be reasonably small to minimize the possibility of a successful password attack, while allowing for honest errors made during a normal user logon.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Account Lockout Policy.

If the ""Account lockout threshold"" is ""0"" or more than ""3"" attempts, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Account lockout threshold"" to ""3"" or less invalid logon attempts (excluding ""0"", which is unacceptable).",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000044
The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.
NIST SP 800-53 :: AC-7 a
NIST SP 800-53A :: AC-7.1 (ii)
NIST SP 800-53 Revision 4 :: AC-7 a

"
V-1098,medium,Bad Logon Counter Reset,SV-32285r3_rule,4.003,The reset period for the account lockout counter must be configured to 15 minutes or greater on Windows 2008 R2.,"The account lockout feature, when enabled, prevents brute-force password attacks on the system. This parameter specifies the period of time that must pass after failed logon attempts before the counter is reset to ""0"". The smaller this value is, the less effective the account lockout feature will be in protecting the local system.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Account Lockout Policy.

If the ""Reset account lockout counter after"" value is less than ""15"" minutes, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Reset account lockout counter after"" to at least ""15"" minutes.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000044
The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.
NIST SP 800-53 :: AC-7 a
NIST SP 800-53A :: AC-7.1 (ii)
NIST SP 800-53 Revision 4 :: AC-7 a

CCI-002238
The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next login prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful attempts is exceeded.
NIST SP 800-53 Revision 4 :: AC-7 b

"
V-1099,medium,Lockout Duration,SV-32286r3_rule,4.004,Windows 2008 R2 account lockout duration must be configured to 15 minutes or greater.,"The account lockout feature, when enabled, prevents brute-force password attacks on the system. This parameter specifies the period of time that an account will remain locked after the specified number of failed logon attempts.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Account Lockout Policy.

If the ""Account lockout duration"" is less than ""15"" minutes (excluding ""0""), this is a finding.

Configuring this to ""0"", requiring an administrator to unlock the account, is more restrictive and is not a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Account lockout duration"" to ""15"" minutes or greater.

A value of ""0"" is also acceptable, requiring an administrator to unlock the account.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-002238
The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next login prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful attempts is exceeded.
NIST SP 800-53 Revision 4 :: AC-7 b

"
V-1102,high,User Right - Act as part of OS,SV-32287r2_rule,WINUR-000003,Unauthorized accounts must not have the Act as part of the operating system user right.,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Act as part of the operating system"" user right can assume the identity of any user and gain access to resources that user is authorized to access.  Any accounts with this right can take complete control of a system.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies >> User Rights Assignment.

If any accounts or groups (to include administrators), are granted the ""Act as part of the operating system"" user right, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Act as part of the operating system"" to be defined but containing no entries (blank).",,,FALSE,,,,,System Administrator,"If an application requires this user right, this can be downgraded to a CAT III if the following conditions are met:
Vendor documentation must support the requirement for having the user right.
The requirement must be documented with the ISSO.
Passwords for accounts with this user right must be protected as highly privileged accounts.
The application account must meet requirements for application account passwords, such as length and required changes frequency (V-14271).",M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

"
V-1104,medium,Maximum Password Age ,SV-32288r2_rule,4.011,The maximum password age must be configured to 60 days or less.,"The longer passwords are in use, the greater the opportunity for someone to gain unauthorized knowledge of them.  Scheduled changing of passwords hinders the ability of unauthorized system users to crack passwords and gain access to a system.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Password Policy.

If the value for the ""Maximum password age"" is greater than ""60"" days, this is a finding.
If the value is set to ""0"" (never expires), this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Maximum password age"" to ""60"" days or less (excluding ""0"", which is unacceptable).",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000199
The information system enforces maximum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

"
V-1105,medium,Minimum Password Age,SV-32289r2_rule,4.012,The minimum password age must be configured to at least 1 day.,Permitting passwords to be changed in immediate succession within the same day allows users to cycle passwords through their history database.  This enables users to effectively negate the purpose of mandating periodic password changes.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Password Policy.

If the value for the ""Minimum password age"" is not at least ""1"" day, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Minimum password age"" to at least ""1"" day.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000198
The information system enforces minimum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

"
V-1107,medium,Password Uniqueness,SV-32290r3_rule,4.014,The password history must be configured to 24 passwords remembered.,A system is more vulnerable to unauthorized access when users can recycle the same password several times without being required to change it to a unique password on a regularly scheduled basis.  This enables users to effectively negate the purpose of mandating periodic password changes.  The default value is 24 for Windows domain systems.  DoD has decided this is the appropriate value for all Windows systems.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Password Policy.

If the value for ""Enforce password history"" is less than ""24"" passwords remembered, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Enforce password history"" to ""24"" passwords remembered.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000200
The information system prohibits password reuse for the organization defined number of generations.
NIST SP 800-53 :: IA-5 (1) (e)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (e)

"
V-1112,low,Dormant Accounts,SV-32250r4_rule,4.019,Outdated or unused accounts must be removed from the system or disabled.,"Outdated or unused accounts provide penetration points that may go undetected.  Inactive accounts must be deleted if no longer necessary or, if still required, disabled until needed.",,"Run ""PowerShell"".

Member servers and standalone systems:
Copy or enter the lines below to the PowerShell window and enter.  (Entering twice may be required. Do not include the quotes at the beginning and end of the query.)

""([ADSI]('WinNT://{0}' -f $env:COMPUTERNAME)).Children | Where { $_.SchemaClassName -eq 'user' } | ForEach {
 $user = ([ADSI]$_.Path)
 $lastLogin = $user.Properties.LastLogin.Value
 $enabled = ($user.Properties.UserFlags.Value -band 0x2) -ne 0x2
 if ($lastLogin -eq $null) {
 $lastLogin = 'Never'
 }
 Write-Host $user.Name $lastLogin $enabled 
}""

This will return a list of local accounts with the account name, last logon, and if the account is enabled (True/False).
For example: User1 10/31/2015 5:49:56 AM True

Domain Controllers:
If the Active Directory PowerShell module has not been previously imported, enter the following first:
""Import-Module ActiveDirectory""
Enter the following command in PowerShell.
""Search-ADAccount -AccountInactive -UsersOnly -TimeSpan 35.00:00:00""

This will return accounts that have not been logged on to for 35 days, along with various attributes such as the Enabled status and LastLogonDate.

Review the list of accounts returned by the above queries to determine the finding validity for each account reported.

Exclude the following accounts:
Built-in administrator account (Renamed, SID ending in 500)
Built-in guest account (Renamed, Disabled, SID ending in 501)
Application accounts

If any enabled accounts have not been logged on to within the past 35 days, this is a finding.

Inactive accounts that have been reviewed and deemed to be required must be documented with the ISSO.",Regularly review accounts to determine if they are still active. Disable or delete any active accounts that have not been used in the last 35 days.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000795
The organization manages information system identifiers by disabling the identifier after an organization defined time period of inactivity.
NIST SP 800-53 :: IA-4 e
NIST SP 800-53A :: IA-4.1 (iii)
NIST SP 800-53 Revision 4 :: IA-4 e

"
V-1113,medium,Disable Guest Account,SV-32291r2_rule,4.02,The built-in guest account must be disabled.,A system faces an increased vulnerability threat if the built-in guest account is not disabled.  This account is a known account that exists on all Windows systems and cannot be deleted.  This account is initialized during the installation of the operating system with no password assigned.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies >> Security Options.

If the value for ""Accounts: Guest account status"" is not set to ""Disabled"", this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Accounts: Guest account status"" to ""Disabled"".",,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000804
The information system uniquely identifies and authenticates non-organizational users (or processes acting on behalf of non-organizational users).
NIST SP 800-53 :: IA-8
NIST SP 800-53A :: IA-8.1
NIST SP 800-53 Revision 4 :: IA-8

"
V-1114,medium,Rename Built-in Guest Account,SV-32292r1_rule,4.021,The built-in guest account will be renamed.,"A system faces an increased vulnerability threat if the built-in guest account is not renamed or disabled.  The built-in guest account is a known user account on all Windows systems, and as initially installed, does not require a password.  This can allow access to system resources by unauthorized users.  This account is a member of the group Everyone and has all the rights and permissions associated with that group and could provide access to system resources to unauthorized users.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies -> Security Options.

If the value for “Accounts: Rename guest account” is not set to a value other than “Guest”, then this is a finding.","Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> “Accounts: Rename guest account” to a value other than “Guest”.

",,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1115,medium,Rename Built-in Administrator Account,SV-32293r1_rule,4.022,The built-in administrator account will be renamed.,The built-in administrator account is a well-known account.  Renaming the account to an unidentified name improves the protection of this account and the system.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies -> Security Options.

If the value for “Accounts: Rename administrator account” is not set to a value other than “Administrator”, then this is a finding.",Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> “Accounts: Rename administrator account” to a value other than “Administrator”.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1119,medium,Booting into Multiple Operating Systems,SV-32253r1_rule,5.003,Booting into alternate non STIG compliant operating systems will not be permitted.,"Allowing other operating systems to run on a secure system, can allow users to circumvent security.  If more than one operating system is installed on a computer each must be configured to be compliant with STIG guidance.",,"Open the Control.
Panel Double-click on the “System” applet. 
Click on the “Advanced System Settings” link. 
Click the Startup and Recovery “Settings” button. 

If the drop-down listbox in System Startup shows any operating system other than the current Windows OS, this may be a finding. If all additional operating systems are STIG compliant, then this is not a finding. ","Remove any non STIG compliant alternate operating systems. 
",Review each alternate OS boot option for STIG compliance with the SA.,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1120,medium,Prohibited FTP Logins,SV-32251r2_rule,5.004,File Transfer Protocol (FTP) servers must be configured to prevent anonymous logons.,"The FTP service allows remote users to access shared files and directories. Allowing anonymous FTP connections makes user auditing difficult.

Using accounts that have administrator privileges to log on to FTP risks that the user ID and password will be captured on the network and give administrator access to an unauthorized user.",,"If FTP is not installed on the system, this is NA.

Determine the IP address and port number assigned to FTP sites from documentation or configuration.

If Microsoft FTP is used, open ""Internet Information Services (IIS) Manager"".

Select ""Sites"" under the server name.

For any sites that reference FTP, view the Binding information for IP address and port.  The standard port for FTP is 21, however this may be changed.

Open a ""Command Prompt"".

Attempt to log on as the user ""anonymous"" with the following commands:

Note: Returned results may vary depending on the FTP server software.

C:\> ""ftp""
ftp> ""Open IP Address Port""
(Substituting [IP Address] and [Port] with the information previously identified.  If no IP Address was listed in the Binding, attempt using ""localhost"".)
(Connected to IP Address
220 Microsoft FTP Service)

User (IP Address): ""anonymous""
(331 Anonymous access allowed, send identity (e-mail name) as password.)

Password: ""password""
(230 User logged in.)
ftp>

If the response indicates that an anonymous FTP login was permitted, this is a finding.

If accounts with administrator privileges are used to access FTP, this is a CAT I finding.",Configure the FTP service to prevent anonymous logons.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1121,high,FTP System File Access,SV-32252r2_rule,5.005,File Transfer Protocol (FTP) servers must be configured to prevent access to the system drive.,The FTP service allows remote users to access shared files and directories.  Access outside of the specific directories of shared data could provide access to system resources and compromise the system.,,"If FTP is not installed on the system, this is NA.

Determine the IP address and port number assigned to FTP sites from documentation or configuration.

If Microsoft FTP is used, open ""Internet Information Services (IIS) Manager"".

Select ""Sites"" under the server name.

For any sites that reference FTP, view the Binding information for IP address and port.  The standard port for FTP is 21, however this may be changed.

Open a ""Command Prompt"".

Access the FTP site and review accessible directories with the following commands:

Note: Returned results may vary depending on the FTP server software.

C:\> ""ftp""
ftp> ""Open IP Address Port""
(Substituting [IP Address] and [Port] with the information previously identified.  If no IP Address was listed in the Binding, attempt using ""localhost"".)
(Connected to IP Address
220 Microsoft FTP Service)

User (IP Address): ""FTP User""
(Substituting [FTP User] with an account identified that is allowed access.  If it was determined that anonymous access was allowed to the site [see V-1120], also review access using ""anonymous"".)
 (331 Password required)

Password: ""Password""
(Substituting [Password] with password for the account attempting access.)
(230 User ftpuser logged in.)

ftp> ""Dir""

If the FTP session indicates access to areas of the system other than the specific folder for FTP data, such as the root of the drive, Program Files or Windows directories, this is a finding.",Configure the system to only allow FTP access to specific folders containing the data to be available through the service.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1122,medium,Password Protected Screen Saver,SV-32294r1_rule,5.006,The system will be configured with a password-protected screen saver.,The system should be locked when unattended.  Unattended systems are susceptible to unauthorized use.  The screen saver should be set at a maximum of 15 minutes and password protected.  This protects critical and sensitive data from exposure to unauthorized personnel with physical access to the computer.,,"If any of the registry values don’t exist or are not configured as follows, then this is a finding:

Registry Hive: HKEY_CURRENT_USER
Subkey: \Software\Policies\Microsoft\Windows\Control Panel\Desktop\

Value Name:  ScreenSaveActive
Type: REG_SZ
Value: 1

Value Name:  ScreenSaverIsSecure
Type: REG_SZ
Value: 1

Value Name:  ScreenSaveTimeOut
Type: REG_SZ
Value: 900 (or less)

Documentable Explanation:  Terminal servers and applications requiring continuous, real-time screen display (i.e., network management products) require the following and need to be documented with the IAO.
 
-The logon session does not have administrator rights. 
-The display station (i.e., keyboard, monitor, etc.) is located in a controlled access area.
","Configure the policy values for User Configuration -> Administrative Templates -> Control Panel -> Personalization -> as follows:

“Enable Screen Saver” will be set to “Enabled”.
“Password protect the screen saver” will be set to “Enabled”.
“Screen Saver timeout” will be set to “Enabled: 900 seconds” (or less).
",,,TRUE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000056
The information system retains the session lock until the user reestablishes access using established identification and authentication procedures.
NIST SP 800-53 :: AC-11 b
NIST SP 800-53A :: AC-11.1 (iii)
NIST SP 800-53 Revision 4 :: AC-11 b

CCI-000057
The information system initiates a session lock after the organization-defined time period of inactivity.
NIST SP 800-53 :: AC-11 a
NIST SP 800-53A :: AC-11.1 (ii)
NIST SP 800-53 Revision 4 :: AC-11 a

CCI-000060
The information system conceals, via the session lock, information previously visible on the display with a publicly viewable image.
NIST SP 800-53 :: AC-11 (1)
NIST SP 800-53A :: AC-11 (1).1
NIST SP 800-53 Revision 4 :: AC-11 (1)

"
V-1127,high,Restricted Administrator Group Membership,SV-32254r4_rule,4.027-MS,Only administrators responsible for the system must have Administrator rights on the system.,"An account that does not have Administrator duties must not have Administrator rights.  Such rights would allow the account to bypass or modify required security restrictions on that machine and make it vulnerable to attack.

System administrators must log on to systems only using accounts with the minimum level of authority necessary.

For domain-joined member servers, the Domain Admins group must be replaced by a domain member server administrator group (see V-36433 in the Active Directory Domain STIG).  Restricting highly privileged accounts from the local Administrators group helps mitigate the risk of privilege escalation resulting from credential theft attacks. 

Systems dedicated to the management of Active Directory (AD admin platforms, see V-36436 in the Active Directory Domain STIG) are exempt from this.  AD admin platforms may use the Domain Admins group or a domain administrative group created specifically for AD admin platforms (see V-43711 in the Active Directory Domain STIG).

Standard user accounts must not be members of the built-in Administrators group.",ECPA-1,"Review the local Administrators group.  Only the appropriate administrator groups or accounts responsible for administration of the system may be members of the group.

For domain-joined member servers, the Domain Admins group must be replaced by a domain member server administrator group. 

Systems dedicated to the management of Active Directory (AD admin platforms, see V-36436 in the Active Directory Domain STIG) are exempt from this.  AD admin platforms may use the Domain Admins group or a domain administrative group created specifically for AD admin platforms (see V-43711 in the Active Directory Domain STIG).

Standard user accounts must not be members of the local administrator group.

If prohibited accounts are members of the local administrators group, this is a finding.

The built-in Administrator account or other required administrative accounts would not be a finding.","Configure the system to include only administrator groups or accounts that are responsible for the system in the local Administrators group.

For domain-joined member servers, the Domain Admins group must be replaced by a domain member server administrator group. 

Systems dedicated to the management of Active Directory (AD admin platforms, see V-36436 in the Active Directory Domain STIG) are exempt from this.  AD admin platforms may use the Domain Admins group or a domain administrative group created specifically for AD admin platforms (see V-43711 in the Active Directory Domain STIG).

Remove any standard user accounts.",,,TRUE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

"
V-1128,low,Security Configuration Tools,SV-32255r1_rule,1.016,Security configuration tools or equivalent processes will be used to configure platforms for security compliance.,"Security configuration tools, such as Security Templates and Group Policy, allow system administrators to consolidate all security-related system settings into a single configuration file.  These settings can then be applied consistently to any number of Windows machines.  The Security Configuration tools can use the same configuration file to check platforms for compliance with security policy.",,"Interview the SA to determine if the Security Configuration tools, or equivalent process, is being used to configure Windows systems to meet security requirements. The Microsoft Security Configuration tools (such as Security Templates and Group Policy that are integrated into Windows) should be used to configure platforms for security compliance. 

If an alternate method is used to configure a system (e.g., manually - using the DISA Windows STIGs, etc.) that achieves the same configured result, then this is acceptable.

",Security configuration tools or equivalent should be used to configure Windows systems to meet security requirements.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1130,medium,System File ACLs,SV-32511r1_rule,2.006,ACLs for system files and directories will conform to minimum requirements.,Failure to properly configure ACL file and directory permissions allows the possibility of unauthorized and anonymous modification to the operating system and installed applications.,,"The default ACL settings are adequate when the Security Option “Network access: Let everyone permissions apply to anonymous users” is set to “Disabled” (V-3377). If the default ACLs are maintained and the referenced option is set to “Disabled”, this check should normally be marked “Not a Finding”.

Note:  If an ACL setting prevents a site’s applications from performing properly, the site can modify that specific setting. Settings should only be changed to the minimum necessary for the application to function. Each exception to the recommended settings should be documented and kept on file by the IAO. 
",Maintain the default file ACLs and configure the Security Option: “Network access: Let everyone permissions apply to anonymous users” to “Disabled” (V-3377). ,,,TRUE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-002165
The information system enforces organization-defined discretionary access control policies over defined subjects and objects.
NIST SP 800-53 Revision 4 :: AC-3 (4)

"
V-1135,low,Printer Share Permissions,SV-32257r1_rule,3.027,Non-administrative user accounts or groups will only have print permissions of Printer Shares.,"Improperly configured share permissions on printers can permit the addition of unauthorized print devices on the network.  Windows shares are a means by which files, folders, printers, and other resources can be published for network users to remotely access.  Regular users cannot create shares on their local machines; only Administrators and Power Users have that ability.",,"Open “Devices and Printers” in Control Panel.
If there are no locally-attached printers, then mark this as “Not Applicable.” 

Perform this check for each locally-attached printer: 
Right click on a locally-attached printer. 
Select “Printer Properties”. 
Select the “Sharing” tab. 
View whether “Share this printer” is checked. 

For any printers with “Share this printer” selected: 
Select the Security tab. 

If any non-administrative user accounts or groups have greater permissions than “Print”, then this is a finding. 

","Configure the permissions on locally-shared printers to meet the minimum requirements. 
",,,FALSE,,,,,System Administrator,,M,Unclass,Windows Server 2008 R2 Member Server Security Technical Implementation Guide :: Release: 25 Benchmark Date: 26 Jan 2018,1823,"CCI-000213
The information system enforces approved authorizations for logical access to information and system resources in accordance with applicable access control policies.
NIST SP 800-53 :: AC-3
NIST SP 800-53A :: AC-3.1
NIST SP 800-53 Revision 4 :: AC-3

"
