Vuln ID,Severity,Group Title,Rule ID,STIG ID,Rule Title,Discussion,IA Controls,Check Content,Fix Text,False Positives,False Negatives,Documentable,Mitigations,Potential Impact,Third Party Tools,Mitigation Control,Responsibility,Severity Override Guidance,Check Content Reference,Classification,STIG,VMS Asset Posture, CCI
V-1070,medium,Physical security,SV-24996r1_rule,1.001,Physical security of the Automated Information System (AIS) does not meet DISA requirements.,"Inadequate physical protection can undermine all other security precautions utilized to protect the system. This can jeopardize the confidentiality, availability, and integrity of the system.  Physical security of the AIS is the first line protection of any system.",,"Interview the SA to determine if equipment is located in an access controlled area.
 
Note:  Servers will be located in rooms, or locked cabinets, that are accessible only to authorized systems personnel.  Authorized user access should be verified at two points (i.e. building access and server room).  User workstations containing sensitive data should be in access controlled areas.",Relocate equipment to a controlled access area.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1072,medium,Shared User Accounts,SV-25000r2_rule,1.008,Shared user accounts must not be permitted on the system.,Shared accounts (accounts where two or more people log on with the same user identification) do not provide adequate identification and authentication.  There is no way to provide for non-repudiation or individual accountability for system access and resource usage.,,"Determine if any shared accounts exist.  If no shared accounts exist, this is NA.

Any shared account must be documented with the ISSO.  Documentation must include the reason for the account, who has access to this account, and how the risk of using a shared account (which provides no individual identification and accountability) is mitigated.  If such documentation does not exist, or is not current, this is a finding.

Note:  As an example, a shared account may be permitted for a help desk or a site security personnel machine, if that machine is standalone and has no access to the network.","Create or update shared accounts documentation that minimally contains the name of the shared account(s), the system(s) on which the accounts exist, and the individuals who have access to the accounts. Remove any shared accounts that do not meet the requirements.",,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000764
The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).
NIST SP 800-53 :: IA-2
NIST SP 800-53A :: IA-2.1
NIST SP 800-53 Revision 4 :: IA-2

"
V-1073,high,Unsupported Service Packs,SV-25257r3_rule,2.005,Systems must be at supported service pack (SP) or release levels.,Systems at unsupported service packs or releases will not receive security updates for new vulnerabilities and leaves them subject to exploitation.  Systems must be maintained at a service pack level supported by the vendor with new security updates.,,"Run ""winver.exe"". 

If the ""About Windows"" dialog box does not display the following version or greater, this is a finding.
""Microsoft Windows
Version 6.1 (Build 7601: Service Pack 1)""
      
No Release Candidates or Beta versions will be used in a production environment. 

The initial release of Windows 7 is unsupported as of 9 April 2013. Systems must be updated to Service Pack 1.","Update the system to a supported service pack.

Application of new service packs should be thoroughly tested before deploying in a production environment.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1074,high,WIN00-000100,SV-25270r4_rule,WIN00-000100,The Windows 7 system must use an anti-virus program.,Malicious software can establish a base on individual desktops and servers. Employing an automated mechanism to detect this type of software will aid in elimination of the software from the operating system.,,"Verify an anti-virus solution is installed on the system. The anti-virus solution may be bundled with an approved host-based security solution.

If there is no anti-virus solution installed on the system, this is a finding.",Install an anti-virus solution on the system.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1075,low,Display Shutdown Button,SV-25111r1_rule,3.007,The system allows shutdown from the logon dialog box.,"Preventing display of the shutdown button in the logon dialog box may encourage a hard shut down with the power button.  (However, displaying the shutdown button may allow individuals to shut down a system anonymously.)",,"Analyze the system using the Security Configuration and Analysis snap-in. 
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies -> Security Options. 

If the value for “Shutdown: Allow shutdown without having to log on” is not set to “Enabled”, then this is a finding.

The policy referenced configures the following registry value:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \Software\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name:  ShutdownWithoutLogon

Value Type:  REG_DWORD
Value:  1
",Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> “Shutdown: Allow system to be shutdown without having to log on” to “Enabled”.,,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1076,low,System Recovery Backups,SV-25001r1_rule,1.013,"System information backups are not created, updated, and protected according to DISA requirements.","Recovery of a damaged or compromised system in a timely basis is difficult without a system information backup.  A system backup will usually include sensitive information such as user accounts that could be used in an attack.  As a valuable system resource, the system backup should be protected and stored in a physically secure location.",,"Interview the SA to determine if system recovery backup procedures are in place that comply with DoD requirements.

Any of the following would be a finding:

•The site does not maintain emergency system recovery data.
•The emergency system recovery data is not protected from destruction and stored in a locked storage container. 
•The emergency system recovery data has not been updated following the last system modification.

",Implement data backup procedures that comply with DoD requirements.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1077,medium,Incorrect ACLs for event logs,SV-25133r3_rule,2.001,Permissions for event logs must conform to minimum requirements.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Event logs may be susceptible to tampering if proper permissions are not applied.",,"Verify the permissions on the event logs.  Standard user accounts or groups must not have access.  The default permissions listed below satisfy this requirement.

Navigate to the log file location.  The default location is the ""%SystemRoot%\System32\winevt\Logs"" directory.
For each log file below, right click the file and select ""Properties"".
Select the ""Security"" tab.
Select the ""Advanced"" button, then ""Continue"", and respond to any UAC prompts.

Log Files:
Application.evtx
Security.evtx
System.evtx

Permissions:
Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

If the permissions for the file are not as restrictive as those listed, this is a finding.

If the organization has an ""Auditors"" group from previous requirements, the assignment of Full Control permissions to this group would not be a finding.","Maintain the permissions on the event logs.  Standard user accounts or groups must not have access.  The default permissions listed below satisfy this requirement.

Navigate to the log file location.  The default location is the ""%SystemRoot%\System32\winevt\Logs"" directory.
For each log file below, right click the file and select ""Properties"".
Select the ""Security"" tab.
Select the ""Advanced"" button, then ""Continue"", and respond to any UAC prompts.

Log Files:
Application.evtx
Security.evtx
System.evtx

Permissions:
Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

If the organization has an ""Auditors"" group from previous requirements, this group may be assigned Full Control.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".",,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

"
V-1081,high,NTFS Requirement,SV-25005r2_rule,2.008,Local volumes must be formatted using NTFS.,"The ability to set access permissions and auditing is critical to maintaining the security and proper access controls of a system. To support this, volumes must be formatted using the NTFS file system.",,"Open the Computer Management Console.
Expand ""Storage"" in the left pane.
Select ""Disk Management"".

If the file system column does not indicate ""NTFS"" as the file system for each local hard drive, this is a finding.

Some hardware vendors create a small FAT partition to store troubleshooting and recovery data.  No other files must be stored here.  This must be documented with the ISSO.",Format all local partitions/drives to use NTFS.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000213
The information system enforces approved authorizations for logical access to information and system resources in accordance with applicable access control policies.
NIST SP 800-53 :: AC-3
NIST SP 800-53A :: AC-3.1
NIST SP 800-53 Revision 4 :: AC-3

"
V-1084,low,Clear System Pagefile,SV-25112r1_rule,3.003,System pagefile is cleared upon shutdown.,This check verifies that Windows is configured to not wipe clean the system pagefile during a controlled system shutdown.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies -> Security Options.

If the value for “Shutdown: Clear virtual memory pagefile” is not set to “Disabled”, then this is a finding.

The policy referenced configures the following registry value:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \System\CurrentControlSet\Control\Session Manager\Memory Management\

Value Name:  ClearPageFileAtShutdown

Value Type:  REG_DWORD
Value:  0

",Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> “Shutdown: Clear virtual memory pagefile” to “Disabled”.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1085,low,Removable media devices.,SV-25037r1_rule,3.006,Floppy media devices are not allocated upon user logon.,This check verifies that Windows is configured to not limit access to floppy drives when a user is logged on locally.,,"Analyze the system using the Security Configuration and Analysis snap-in.  Expand the Security Configuration and Analysis tree view.

Navigate to Local Policies -> Security Options.
If the value for “Devices: Restrict floppy access to locally logged-on user only” is not set to “Disabled”, then this is a finding.

The policy referenced configures the following registry value:

Registry Hive: HKEY_LOCAL_MACHINE 
Subkey: \Software\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name: Allocatefloppies

Value Type:  REG_SZ
Value:  0
",Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> “Devices: Restrict floppy access to locally logged-on user only” to “Disabled”.,,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1089,medium,Legal Notice Display,SV-25046r5_rule,3.011,The required legal notice must be configured to display before console logon.,Failure to display the logon banner prior to a logon attempt will negate legal proceedings resulting from unauthorized access to system resources.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies >> Security Options.

If the value for ""Interactive Logon: Message text for users attempting to log on"" is not set to the following, this is a finding.

You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants.  Such communications and work product are private and confidential.  See User Agreement for details.

The policy referenced configures the following registry value:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: LegalNoticeText

Value Type: REG_SZ
Value: See message text above","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Interactive Logon: Message text for users attempting to log on"" to the following.

You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants.  Such communications and work product are private and confidential.  See User Agreement for details.",,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000048
The information system displays an organization-defined system use notification message or banner before granting access to the system that provides privacy and security notices consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.
NIST SP 800-53 :: AC-8 a
NIST SP 800-53A :: AC-8.1 (ii)
NIST SP 800-53 Revision 4 :: AC-8 a

CCI-000050
The information system retains the notification message or banner on the screen until users acknowledge the usage conditions and take explicit actions to log on to or further access.
NIST SP 800-53 :: AC-8 b
NIST SP 800-53A :: AC-8.1 (iii)
NIST SP 800-53 Revision 4 :: AC-8 b

CCI-001384
The information system, for publicly accessible systems, displays system use information organization-defined conditions before granting further access.
NIST SP 800-53 :: AC-8 c
NIST SP 800-53A :: AC-8.2 (i)
NIST SP 800-53 Revision 4 :: AC-8 c 1

CCI-001385
The information system, for publicly accessible systems, displays references, if any, to monitoring that are consistent with privacy accommodations for such systems that generally prohibit those activities.
NIST SP 800-53 :: AC-8 c
NIST SP 800-53A :: AC-8.2 (ii)
NIST SP 800-53 Revision 4 :: AC-8 c 2

CCI-001386
The information system for publicly accessible systems displays references, if any, to recording that are consistent with privacy accommodations for such systems that generally prohibit those activities.
NIST SP 800-53 :: AC-8 c
NIST SP 800-53A :: AC-8.2 (ii)
NIST SP 800-53 Revision 4 :: AC-8 c 2

CCI-001387
The information system for publicly accessible systems displays references, if any, to auditing that are consistent with privacy accommodations for such systems that generally prohibit those activities.
NIST SP 800-53 :: AC-8 c
NIST SP 800-53A :: AC-8.2 (ii)
NIST SP 800-53 Revision 4 :: AC-8 c 2

CCI-001388
The information system, for publicly accessible systems, includes a description of the authorized uses of the system.
NIST SP 800-53 :: AC-8 c
NIST SP 800-53A :: AC-8.2 (iii)
NIST SP 800-53 Revision 4 :: AC-8 c 3

"
V-1090,low,Caching of logon credentials,SV-25047r3_rule,3.013,Caching of logon credentials must be limited.,"The default Windows configuration caches the last logon credentials for users who log on interactively to a system.  This feature is provided for system availability reasons, such as the user's machine being disconnected from the network or domain controllers being unavailable.  Even though the credential cache is well-protected, if a system is attacked, an unauthorized individual may isolate the password to a domain user account using a password-cracking program and gain access to the domain.",,"If the system is not a member of a domain, this is NA.
Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies -> Security Options.

If the value for ""Interactive Logon: Number of previous logons to cache (in case Domain Controller is unavailable)"" is not set to ""2"" logons or less, this is a finding.

The policy referenced configures the following registry value:

Registry Hive:  HKEY_LOCAL_MACHINE 
Registry Path:  \SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name:  CachedLogonsCount

Value Type:  REG_SZ
Value:  2 (or less)","If the system is not a member of a domain, this is NA.
Configure the policy value for Computer Configuration -> Windows Settings -> Security Settings -> Local Policies -> Security Options -> ""Interactive Logon: Number of previous logons to cache (in case Domain Controller is not available)"" to ""2"" logons or less.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

"
V-1093,high,Anonymous shares are not restricted,SV-25090r2_rule,3.018,Anonymous enumeration of shares must be restricted.,Allowing anonymous logon users (null session connections) to list all account names and enumerate all shared resources can provide a map of potential points to attack the system.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies >> Security Options.

If the value for ""Network access: Do not allow anonymous enumeration of SAM accounts and shares"" is not set to ""Enabled"", this is a finding.

The policy referenced configures the following registry value:

Registry Hive:  HKEY_LOCAL_MACHINE
Registry Path:  \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name:   RestrictAnonymous

Value Type:   REG_DWORD
Value:   1","Configure the policy values for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network access: Do not allow anonymous enumeration of SAM accounts and shares"" to ""Enabled"".",,,FALSE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-001090
The information system prevents unauthorized and unintended information transfer via shared system resources.
NIST SP 800-53 :: SC-4
NIST SP 800-53A :: SC-4.1
NIST SP 800-53 Revision 4 :: SC-4

"
V-1097,medium,Bad Logon Attempts,SV-25015r2_rule,4.002,The system must lockout accounts after 3 invalid logon attempts within a specified time period.,"The account lockout feature, when enabled, prevents brute-force password attacks on the system.  The higher this value is, the less effective the account lockout feature will be in protecting the local system.  The number of bad logon attempts must be reasonably small to minimize the possibility of a successful password attack, while allowing for honest errors made during a normal user logon.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Account Lockout Policy.

If the ""Account lockout threshold"" is ""0"" or more than ""3"" attempts, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Account lockout threshold"" to ""3"" or less invalid logon attempts (excluding ""0"", which is unacceptable).",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000044
The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.
NIST SP 800-53 :: AC-7 a
NIST SP 800-53A :: AC-7.1 (ii)
NIST SP 800-53 Revision 4 :: AC-7 a

"
V-1098,medium,Bad Logon Counter Reset,SV-25016r3_rule,4.003,The reset period for the account lockout counter must be configured to 15 minutes or greater on Windows 7.,"The account lockout feature, when enabled, prevents brute-force password attacks on the system.  This parameter specifies the period of time that must pass after failed logon attempts before the counter is reset to ""0"".  The smaller this value is, the less effective the account lockout feature will be in protecting the local system.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Account Lockout Policy.

If the ""Reset account lockout counter after"" value is less than ""15"" minutes, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Reset account lockout counter after"" to at least ""15"" minutes.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000044
The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.
NIST SP 800-53 :: AC-7 a
NIST SP 800-53A :: AC-7.1 (ii)
NIST SP 800-53 Revision 4 :: AC-7 a

CCI-002238
The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next login prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful attempts is exceeded.
NIST SP 800-53 Revision 4 :: AC-7 b

"
V-1099,medium,Lockout Duration,SV-25014r3_rule,4.004,Windows 7 account lockout duration must be configured to 15 minutes or greater.,"The account lockout feature, when enabled, prevents brute-force password attacks on the system.  This parameter specifies the amount of time that an account will remain locked after the specified number of failed logon attempts.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Account Lockout Policy.

If the ""Account lockout duration"" is less than ""15"" minutes (excluding ""0""), this is a finding.

Configuring this to ""0"", requiring an administrator to unlock the account, is more restrictive and is not a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Account Lockout Policy >> ""Account lockout duration"" to ""15"" minutes or greater.

A value of ""0"" is also acceptable, requiring an administrator to unlock the account.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-002238
The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next login prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful attempts is exceeded.
NIST SP 800-53 Revision 4 :: AC-7 b

"
V-1102,high,User Right - Act as part of OS,SV-25017r2_rule,WINUR-000003,The Act as part of the operating system user right must be granted to no accounts.,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Act as part of the operating system"" user right can assume the identity of any user and gain access to resources that user is authorized to access.  Any accounts with this right can take complete control of a system.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Local Policies >> User Rights Assignment.

If any accounts or groups (to include administrators), are granted the ""Act as part of the operating system"" right, this is a finding.
 
Documentable Explanation:  Some applications require this right to function. Any exception needs to be documented with the ISSO.  Passwords for accounts with this user right must be protected as highly privileged accounts.  Acceptable forms of documentation include vendor published documents and application owner confirmation.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Act as part of the operating system"" to be defined but containing no entries (blank).",,,TRUE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

"
V-1104,medium,Maximum Password Age ,SV-25009r2_rule,4.011,The maximum password age must be configured to 60 days or less.,"The longer passwords are in use, the greater the opportunity for someone to gain unauthorized knowledge of them.  Scheduled changing of passwords hinders the ability of unauthorized users to crack passwords and gain access to a system.",,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Password Policy.

If the value for the ""Maximum password age"" is greater than ""60"" days, this is a finding.
If the value is set to ""0"" (never expires), this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Maximum Password Age"" to ""60"" days or less (excluding ""0"", which is unacceptable).",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000199
The information system enforces maximum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

"
V-1105,medium,Minimum Password Age,SV-25010r2_rule,4.012,The minimum password age must be configured to at least 1 day.,Permitting passwords to be changed in immediate succession within the same day allows users to cycle passwords through their history database.  This enables users to effectively negate the purpose of mandating periodic password changes.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Password Policy.

If the value for the ""Minimum password age"" is not at least ""1"" day, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Minimum Password Age"" to at least ""1"" day.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000198
The information system enforces minimum password lifetime restrictions.
NIST SP 800-53 :: IA-5 (1) (d)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (d)

"
V-1107,medium,Password Uniqueness,SV-25008r3_rule,4.014,The password history must be configured to 24 passwords remembered.,A system is more vulnerable to unauthorized access when users can recycle the same password several times without being required to change it to a unique password on a regularly scheduled basis.  This enables users to effectively negate the purpose of mandating periodic password changes.  The default value is 24 for Windows domain systems.  DoD has decided this is the appropriate value for all Windows systems.,,"Analyze the system using the Security Configuration and Analysis snap-in.
Expand the Security Configuration and Analysis tree view.
Navigate to Account Policies >> Password Policy.

If the value for ""Enforce password history"" is less than ""24"" passwords remembered, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> ""Enforce password history"" to ""24"" passwords remembered.",,,FALSE,,,HK,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000200
The information system prohibits password reuse for the organization defined number of generations.
NIST SP 800-53 :: IA-5 (1) (e)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (e)

"
V-1112,low,Dormant Accounts,SV-25213r2_rule,4.019,Outdated or unused accounts must be removed from the system.,"Outdated or unused accounts provide penetration points that may go undetected.  Inactive accounts must be deleted if no longer necessary or, if still required, disable until needed.",,"Run the DUMPSEC utility.
Select ""Dump Users as Table"" from the ""Report"" menu.
Select the following fields, and click ""Add"" for each entry:

UserName
SID
LastLogonTime
AcctDisabled

Review the ""LastLogonTime"".
If any enabled accounts have not been logged on to within the past 35 days, this is a finding.

The following accounts are exempt:
Built-in administrator account (SID ending in 500)
Built-in guest account (SID ending in 501)
Application accounts
Disabled accounts

Review the list to determine the finding validity for each account reported.

If the organization has a need for special purpose local user accounts such as a backup administrator account (see V-14224), this must be documented with the ISSO.  This would not be a finding.",Regularly review accounts to determine if they are still active.  Accounts that have not been used in the last 35 days must be removed or disabled.,,,TRUE,,,,,System Administrator,,M,Unclass,Windows 7 Security Technical Implementation Guide :: Release: 29 Benchmark Date: 26 Jan 2018,1712,"CCI-000795
The organization manages information system identifiers by disabling the identifier after an organization defined time period of inactivity.
NIST SP 800-53 :: IA-4 e
NIST SP 800-53A :: IA-4.1 (iii)
NIST SP 800-53 Revision 4 :: IA-4 e

"
